,date,neighbourhood,property type,daily rate,annual rate
13437,2015-09,Noe Valley,Apartment,$345.00,125925.0
13438,2015-09,Noe Valley,Apartment,$225.00,82125.0
13439,2015-09,Noe Valley,House,$225.00,82125.0
13440,2015-09,Noe Valley,Apartment,$329.00,120085.0
13441,2015-09,Noe Valley,Apartment,$195.00,71175.0
13442,2015-09,Noe Valley,Apartment,$135.00,49275.0
13443,2015-09,Noe Valley,Apartment,$100.00,36500.0
13444,2015-09,Noe Valley,Apartment,$259.00,94535.0
13445,2015-09,Noe Valley,Apartment,$200.00,73000.0
13446,2015-09,Noe Valley,Apartment,$150.00,54750.0
13447,2015-09,Noe Valley,House,$69.00,25185.0
13448,2015-09,Noe Valley,Apartment,$195.00,71175.0
13449,2015-09,Noe Valley,Apartment,$300.00,109500.0
13450,2015-09,Noe Valley,Apartment,$142.00,51830.0
13451,2015-09,Noe Valley,House,$70.00,25550.0
13452,2015-09,Noe Valley,Apartment,$400.00,146000.0
13453,2015-09,Noe Valley,House,$100.00,36500.0
13454,2015-09,Noe Valley,House,$180.00,65700.0
13455,2015-09,Noe Valley,Apartment,$135.00,49275.0
13456,2015-09,Noe Valley,Apartment,$200.00,73000.0
13457,2015-09,Noe Valley,Apartment,$150.00,54750.0
13458,2015-09,Noe Valley,Apartment,$360.00,131400.0
13459,2015-09,Noe Valley,House,$110.00,40150.0
13460,2015-09,Noe Valley,Apartment,$149.00,54385.0
13461,2015-09,Noe Valley,Apartment,$250.00,91250.0
13462,2015-09,Noe Valley,House,$250.00,91250.0
13463,2015-09,Noe Valley,House,$129.00,47085.0
13464,2015-09,Noe Valley,Apartment,$150.00,54750.0
13465,2015-09,Noe Valley,House,$149.00,54385.0
13466,2015-09,Noe Valley,Apartment,$156.00,56940.0
13467,2015-09,Noe Valley,Apartment,$320.00,116800.0
13468,2015-09,Noe Valley,Apartment,$787.00,287255.0
13469,2015-09,Noe Valley,Apartment,$145.00,52925.0
13470,2015-09,Noe Valley,Apartment,$145.00,52925.0
13471,2015-09,Noe Valley,Apartment,$256.00,93440.0
13472,2015-09,Noe Valley,Apartment,$239.00,87235.0
13473,2015-09,Noe Valley,Apartment,$199.00,72635.0
13474,2015-09,Noe Valley,House,$120.00,43800.0
13475,2015-09,Noe Valley,Bed & Breakfast,$400.00,146000.0
13476,2015-09,Noe Valley,House,$250.00,91250.0
13477,2015-09,Noe Valley,House,$395.00,144175.0
13478,2015-09,Noe Valley,Apartment,$300.00,109500.0
13479,2015-09,Noe Valley,Apartment,$165.00,60225.0
13480,2015-09,Noe Valley,Apartment,$450.00,164250.0
13481,2015-09,Noe Valley,Apartment,$169.00,61685.0
13482,2015-09,Noe Valley,Apartment,$140.00,51100.0
13483,2015-09,Noe Valley,House,$70.00,25550.0
13484,2015-09,Noe Valley,House,$150.00,54750.0
13485,2015-09,Noe Valley,Apartment,$195.00,71175.0
13486,2015-09,Noe Valley,Apartment,$189.00,68985.0
13487,2015-09,Noe Valley,Apartment,$120.00,43800.0
13488,2015-09,Noe Valley,Apartment,$139.00,50735.0
13489,2015-09,Noe Valley,Apartment,$249.00,90885.0
13490,2015-09,Noe Valley,Apartment,$400.00,146000.0
13491,2015-09,Noe Valley,House,$185.00,67525.0
13492,2015-09,Noe Valley,Apartment,$200.00,73000.0
13493,2015-09,Noe Valley,Apartment,$185.00,67525.0
13494,2015-09,Noe Valley,Apartment,$230.00,83950.0
13495,2015-09,Noe Valley,Apartment,$146.00,53290.0
13496,2015-09,Noe Valley,Condominium,$495.00,180675.0
13497,2015-09,Noe Valley,House,$117.00,42705.0
13498,2015-09,Noe Valley,House,$175.00,63875.0
13499,2015-09,Noe Valley,House,$140.00,51100.0
13500,2015-09,Noe Valley,Apartment,$299.00,109135.0
13501,2015-09,Noe Valley,Apartment,$500.00,182500.0
13502,2015-09,Noe Valley,House,$200.00,73000.0
13503,2015-09,Noe Valley,House,$150.00,54750.0
13504,2015-09,Noe Valley,Apartment,$140.00,51100.0
13505,2015-09,Noe Valley,House,$195.00,71175.0
13506,2015-09,Noe Valley,House,$600.00,219000.0
13507,2015-09,Noe Valley,House,$89.00,32485.0
13508,2015-09,Noe Valley,Apartment,$175.00,63875.0
13509,2015-09,Noe Valley,House,"$2,800.00",1022000.0
13510,2015-09,Noe Valley,House,$120.00,43800.0
13511,2015-09,Noe Valley,Apartment,$295.00,107675.0
13512,2015-09,Noe Valley,House,$114.00,41610.0
13513,2015-09,Noe Valley,Apartment,$165.00,60225.0
13514,2015-09,Noe Valley,Apartment,$294.00,107310.0
13515,2015-09,Noe Valley,House,$400.00,146000.0
13516,2015-09,Noe Valley,House,$199.00,72635.0
13517,2015-09,Noe Valley,Other,$500.00,182500.0
13518,2015-09,Noe Valley,House,$119.00,43435.0
13519,2015-09,Noe Valley,House,"$1,000.00",365000.0
13520,2015-09,Noe Valley,House,$204.00,74460.0
13521,2015-09,Noe Valley,Apartment,$99.00,36135.0
13522,2015-09,Noe Valley,Apartment,$119.00,43435.0
13523,2015-09,Noe Valley,House,$127.00,46355.0
13524,2015-09,Noe Valley,House,$222.00,81030.0
13525,2015-09,Noe Valley,Apartment,$249.00,90885.0
13526,2015-09,Noe Valley,House,$115.00,41975.0
13527,2015-09,Noe Valley,Apartment,$160.00,58400.0
13528,2015-09,Noe Valley,House,$325.00,118625.0
13529,2015-09,Noe Valley,Apartment,$200.00,73000.0
13530,2015-09,Noe Valley,House,$300.00,109500.0
13531,2015-09,Noe Valley,Apartment,$160.00,58400.0
13532,2015-09,Noe Valley,House,$145.00,52925.0
13533,2015-09,Noe Valley,Apartment,$180.00,65700.0
13534,2015-09,Noe Valley,House,$144.00,52560.0
13535,2015-09,Noe Valley,House,$399.00,145635.0
13536,2015-09,Noe Valley,Apartment,$140.00,51100.0
13537,2015-09,Noe Valley,House,$185.00,67525.0
13538,2015-09,Noe Valley,House,$225.00,82125.0
13539,2015-09,Noe Valley,Apartment,$89.00,32485.0
13540,2015-09,Noe Valley,House,$350.00,127750.0
13541,2015-09,Noe Valley,Apartment,$199.00,72635.0
13542,2015-09,Noe Valley,Apartment,$120.00,43800.0
13543,2015-09,Noe Valley,Apartment,$189.00,68985.0
13544,2015-09,Noe Valley,House,$550.00,200750.0
13545,2015-09,Noe Valley,Apartment,$215.00,78475.0
13546,2015-09,Noe Valley,Apartment,$270.00,98550.0
13547,2015-09,Noe Valley,House,$199.00,72635.0
13548,2015-09,Noe Valley,Apartment,$199.00,72635.0
13549,2015-09,Noe Valley,Apartment,$150.00,54750.0
13550,2015-09,Noe Valley,House,$400.00,146000.0
13551,2015-09,Noe Valley,Apartment,$300.00,109500.0
13552,2015-09,Noe Valley,Apartment,$239.00,87235.0
13553,2015-09,Noe Valley,House,$450.00,164250.0
13554,2015-09,Noe Valley,Apartment,$250.00,91250.0
13555,2015-09,Noe Valley,Apartment,$185.00,67525.0
13556,2015-09,Noe Valley,House,$170.00,62050.0
13557,2015-09,Noe Valley,Apartment,$170.00,62050.0
13558,2015-09,Noe Valley,House,$90.00,32850.0
13559,2015-09,Noe Valley,Apartment,$300.00,109500.0
13560,2015-09,Noe Valley,Apartment,$250.00,91250.0
13561,2015-09,Noe Valley,House,$169.00,61685.0
13562,2015-09,Noe Valley,Apartment,$250.00,91250.0
13563,2015-09,Noe Valley,House,$250.00,91250.0
13564,2015-09,Noe Valley,Apartment,$195.00,71175.0
13565,2015-09,Noe Valley,Apartment,$180.00,65700.0
13566,2015-09,Noe Valley,House,$95.00,34675.0
13567,2015-09,Noe Valley,Apartment,$379.00,138335.0
13568,2015-09,Noe Valley,Apartment,$250.00,91250.0
13569,2015-09,Noe Valley,House,$145.00,52925.0
13570,2015-09,Noe Valley,Apartment,$125.00,45625.0
13571,2015-09,Noe Valley,House,$550.00,200750.0
13572,2015-09,Noe Valley,Apartment,$269.00,98185.0
13573,2015-09,Noe Valley,Apartment,$185.00,67525.0
13574,2015-09,Noe Valley,Apartment,$249.00,90885.0
13575,2015-09,Noe Valley,Apartment,$159.00,58035.0
13576,2015-09,Noe Valley,House,$275.00,100375.0
13577,2015-09,Noe Valley,House,$150.00,54750.0
13578,2015-09,Noe Valley,Apartment,$250.00,91250.0
13579,2015-09,Noe Valley,Apartment,$189.00,68985.0
13580,2015-09,Noe Valley,Apartment,$200.00,73000.0
13581,2015-09,Noe Valley,House,$279.00,101835.0
13582,2015-09,Noe Valley,Apartment,$178.00,64970.0
13583,2015-09,Noe Valley,House,$375.00,136875.0
13584,2015-09,Noe Valley,Apartment,$175.00,63875.0
13585,2015-09,Noe Valley,Apartment,$185.00,67525.0
13586,2015-09,Noe Valley,House,$143.00,52195.0
13587,2015-09,Noe Valley,House,$695.00,253675.0
13588,2015-09,Noe Valley,Apartment,$69.00,25185.0
13589,2015-09,Noe Valley,House,$110.00,40150.0
13590,2015-09,Noe Valley,House,$119.00,43435.0
13591,2015-09,Noe Valley,House,$110.00,40150.0
13592,2015-09,Noe Valley,Condominium,$145.00,52925.0
13593,2015-09,Noe Valley,Apartment,$85.00,31025.0
13594,2015-09,Noe Valley,Apartment,$275.00,100375.0
13595,2015-09,Noe Valley,House,$78.00,28470.0
13596,2015-09,Noe Valley,House,$300.00,109500.0
13597,2015-09,Noe Valley,Apartment,$100.00,36500.0
13598,2015-09,Noe Valley,House,$95.00,34675.0
13599,2015-09,Noe Valley,House,$125.00,45625.0
13600,2015-09,Noe Valley,House,$86.00,31390.0
13601,2015-09,Noe Valley,House,$185.00,67525.0
13602,2015-09,Noe Valley,Apartment,$160.00,58400.0
13603,2015-09,Noe Valley,Apartment,$100.00,36500.0
13604,2015-09,Noe Valley,House,$200.00,73000.0
13605,2015-09,Noe Valley,Apartment,$75.00,27375.0
13606,2015-09,Noe Valley,Apartment,$100.00,36500.0
13607,2015-09,Noe Valley,Apartment,$75.00,27375.0
13608,2015-09,Noe Valley,House,$119.00,43435.0
13609,2015-09,Noe Valley,House,$200.00,73000.0
13610,2015-09,Noe Valley,Apartment,$115.00,41975.0
13611,2015-09,Noe Valley,House,"$3,000.00",1095000.0
13612,2015-09,Noe Valley,House,$200.00,73000.0
13613,2015-09,Noe Valley,Apartment,$102.00,37230.0
13614,2015-09,Noe Valley,Apartment,$180.00,65700.0
13615,2015-09,Noe Valley,House,$250.00,91250.0
13616,2015-09,Noe Valley,Apartment,$250.00,91250.0
13617,2015-09,Noe Valley,House,"$1,150.00",419750.0
13618,2015-09,Noe Valley,House,$150.00,54750.0
13619,2015-09,Noe Valley,Apartment,$145.00,52925.0
13620,2015-09,Noe Valley,House,$350.00,127750.0
13621,2015-09,Noe Valley,Apartment,$269.00,98185.0
13622,2015-09,Noe Valley,House,$575.00,209875.0
13623,2015-09,Noe Valley,Apartment,$175.00,63875.0
13624,2015-09,Noe Valley,Condominium,$225.00,82125.0
13625,2015-09,Noe Valley,Apartment,$145.00,52925.0
13626,2015-09,Noe Valley,Apartment,$105.00,38325.0
13627,2015-09,Noe Valley,Apartment,$250.00,91250.0
13628,2015-09,Noe Valley,Apartment,$165.00,60225.0
13629,2015-09,Noe Valley,House,$125.00,45625.0
13630,2015-09,Noe Valley,House,$375.00,136875.0
13631,2015-09,Noe Valley,Condominium,$150.00,54750.0
13632,2015-09,Noe Valley,House,$300.00,109500.0
13633,2015-09,Noe Valley,Apartment,$445.00,162425.0
13634,2015-09,Noe Valley,House,$295.00,107675.0
13635,2015-09,Noe Valley,Apartment,$261.00,95265.0
13636,2015-09,Noe Valley,House,$120.00,43800.0
13637,2015-09,Noe Valley,House,$125.00,45625.0
13638,2015-09,Noe Valley,Apartment,$490.00,178850.0
13639,2015-09,Noe Valley,House,$119.00,43435.0
13640,2015-09,Noe Valley,House,$400.00,146000.0
13641,2015-09,Noe Valley,House,$92.00,33580.0
13642,2015-09,Noe Valley,House,$590.00,215350.0
13643,2015-09,Noe Valley,Apartment,$90.00,32850.0
13644,2015-09,Noe Valley,Apartment,$169.00,61685.0
13645,2015-09,Noe Valley,Apartment,$100.00,36500.0
13646,2015-09,Noe Valley,House,$400.00,146000.0
13647,2015-09,Noe Valley,House,$249.00,90885.0
13648,2015-09,Noe Valley,House,$165.00,60225.0
13649,2015-09,Noe Valley,Apartment,$150.00,54750.0
13650,2015-09,Inner Sunset,House,$125.00,45625.0
13651,2015-09,Inner Sunset,Apartment,$277.00,101105.0
13652,2015-09,Inner Sunset,Other,$95.00,34675.0
13653,2015-09,Inner Sunset,House,$125.00,45625.0
13654,2015-09,Inner Sunset,Apartment,$170.00,62050.0
13655,2015-09,Inner Sunset,House,$450.00,164250.0
13656,2015-09,Inner Sunset,Apartment,$110.00,40150.0
13657,2015-09,Inner Sunset,House,$100.00,36500.0
13658,2015-09,Inner Sunset,Apartment,$99.00,36135.0
13659,2015-09,Inner Sunset,Apartment,$170.00,62050.0
13660,2015-09,Inner Sunset,Apartment,$140.00,51100.0
13661,2015-09,Inner Sunset,Apartment,$165.00,60225.0
13662,2015-09,Inner Sunset,House,$185.00,67525.0
13663,2015-09,Inner Sunset,House,$320.00,116800.0
13664,2015-09,Inner Sunset,Bed & Breakfast,$85.00,31025.0
13665,2015-09,Inner Sunset,House,$99.00,36135.0
13666,2015-09,Inner Sunset,Apartment,$90.00,32850.0
13667,2015-09,Inner Sunset,Apartment,$340.00,124100.0
13668,2015-09,Inner Sunset,House,$90.00,32850.0
13669,2015-09,Inner Sunset,Apartment,$103.00,37595.0
13670,2015-09,Inner Sunset,Apartment,$155.00,56575.0
13671,2015-09,Inner Sunset,Apartment,$65.00,23725.0
13672,2015-09,Inner Sunset,House,$135.00,49275.0
13673,2015-09,Inner Sunset,Apartment,$150.00,54750.0
13674,2015-09,Inner Sunset,Apartment,$165.00,60225.0
13675,2015-09,Inner Sunset,Apartment,$175.00,63875.0
13676,2015-09,Inner Sunset,Apartment,$139.00,50735.0
13677,2015-09,Inner Sunset,House,$79.00,28835.0
13678,2015-09,Inner Sunset,House,$90.00,32850.0
13679,2015-09,Inner Sunset,Apartment,$120.00,43800.0
13680,2015-09,Inner Sunset,House,$325.00,118625.0
13681,2015-09,Inner Sunset,Apartment,$149.00,54385.0
13682,2015-09,Inner Sunset,Apartment,$120.00,43800.0
13683,2015-09,Inner Sunset,Apartment,$127.00,46355.0
13684,2015-09,Inner Sunset,Apartment,$40.00,14600.0
13685,2015-09,Inner Sunset,Apartment,$165.00,60225.0
13686,2015-09,Inner Sunset,Apartment,$280.00,102200.0
13687,2015-09,Inner Sunset,House,$108.00,39420.0
13688,2015-09,Inner Sunset,House,$99.00,36135.0
13689,2015-09,Inner Sunset,Apartment,$80.00,29200.0
13690,2015-09,Inner Sunset,House,$295.00,107675.0
13691,2015-09,Inner Sunset,Apartment,$120.00,43800.0
13692,2015-09,Inner Sunset,House,$100.00,36500.0
13693,2015-09,Inner Sunset,House,$125.00,45625.0
13694,2015-09,Inner Sunset,Apartment,$277.00,101105.0
13695,2015-09,Inner Sunset,House,$200.00,73000.0
13696,2015-09,Inner Sunset,Cabin,$229.00,83585.0
13697,2015-09,Inner Sunset,House,$200.00,73000.0
13698,2015-09,Inner Sunset,Apartment,$160.00,58400.0
13699,2015-09,Inner Sunset,Apartment,$390.00,142350.0
13700,2015-09,Inner Sunset,Apartment,$139.00,50735.0
13701,2015-09,Inner Sunset,Apartment,$225.00,82125.0
13702,2015-09,Inner Sunset,Apartment,$100.00,36500.0
13703,2015-09,Inner Sunset,House,$360.00,131400.0
13704,2015-09,Inner Sunset,Apartment,$199.00,72635.0
13705,2015-09,Inner Sunset,Apartment,$170.00,62050.0
13706,2015-09,Inner Sunset,House,$135.00,49275.0
13707,2015-09,Inner Sunset,Bed & Breakfast,$300.00,109500.0
13708,2015-09,Inner Sunset,House,$395.00,144175.0
13709,2015-09,Inner Sunset,Apartment,$90.00,32850.0
13710,2015-09,Inner Sunset,House,$200.00,73000.0
13711,2015-09,Inner Sunset,Apartment,$174.00,63510.0
13712,2015-09,Inner Sunset,Apartment,$95.00,34675.0
13713,2015-09,Inner Sunset,Apartment,$135.00,49275.0
13714,2015-09,Inner Sunset,Apartment,$104.00,37960.0
13715,2015-09,Inner Sunset,Apartment,$179.00,65335.0
13716,2015-09,Inner Sunset,House,$500.00,182500.0
13717,2015-09,Inner Sunset,House,$350.00,127750.0
13718,2015-09,Inner Sunset,House,$220.00,80300.0
13719,2015-09,Inner Sunset,House,"$1,600.00",584000.0
13720,2015-09,Inner Sunset,Apartment,$149.00,54385.0
13721,2015-09,Inner Sunset,House,$400.00,146000.0
13722,2015-09,Inner Sunset,House,$390.00,142350.0
13723,2015-09,Inner Sunset,House,$700.00,255500.0
13724,2015-09,Inner Sunset,House,$350.00,127750.0
13725,2015-09,Inner Sunset,House,$175.00,63875.0
13726,2015-09,Inner Sunset,Apartment,$200.00,73000.0
13727,2015-09,Inner Sunset,Apartment,$135.00,49275.0
13728,2015-09,Inner Sunset,Apartment,$155.00,56575.0
13729,2015-09,Inner Sunset,Apartment,$199.00,72635.0
13730,2015-09,Inner Sunset,House,$399.00,145635.0
13731,2015-09,Inner Sunset,House,$400.00,146000.0
13732,2015-09,Inner Sunset,Apartment,$177.00,64605.0
13733,2015-09,Inner Sunset,House,$148.00,54020.0
13734,2015-09,Inner Sunset,Apartment,$250.00,91250.0
13735,2015-09,Inner Sunset,Apartment,$129.00,47085.0
13736,2015-09,Inner Sunset,Apartment,$155.00,56575.0
13737,2015-09,Inner Sunset,House,$450.00,164250.0
13738,2015-09,Inner Sunset,House,$275.00,100375.0
13739,2015-09,Inner Sunset,Apartment,$99.00,36135.0
13740,2015-09,Inner Sunset,House,$89.00,32485.0
13741,2015-09,Inner Sunset,House,$129.00,47085.0
13742,2015-09,Inner Sunset,House,$99.00,36135.0
13743,2015-09,Inner Sunset,House,$119.00,43435.0
13744,2015-09,Inner Sunset,Apartment,$145.00,52925.0
13745,2015-09,Inner Sunset,Apartment,$124.00,45260.0
13746,2015-09,Inner Sunset,Apartment,$80.00,29200.0
13747,2015-09,Inner Sunset,House,$158.00,57670.0
13748,2015-09,Inner Sunset,House,$345.00,125925.0
13749,2015-09,Inner Sunset,Apartment,$200.00,73000.0
13750,2015-09,Inner Sunset,Apartment,$165.00,60225.0
13751,2015-09,Inner Sunset,Apartment,$212.00,77380.0
13752,2015-09,Inner Sunset,Condominium,$140.00,51100.0
13753,2015-09,Inner Sunset,Apartment,$125.00,45625.0
13754,2015-09,Inner Sunset,House,$159.00,58035.0
13755,2015-09,Inner Sunset,Apartment,$145.00,52925.0
13756,2015-09,Inner Sunset,Apartment,$100.00,36500.0
13757,2015-09,Inner Sunset,Apartment,$136.00,49640.0
13758,2015-09,Inner Sunset,House,$90.00,32850.0
13759,2015-09,Inner Sunset,Apartment,$85.00,31025.0
13760,2015-09,Inner Sunset,Apartment,$300.00,109500.0
13761,2015-09,Inner Sunset,Apartment,$144.00,52560.0
13762,2015-09,Inner Sunset,House,$60.00,21900.0
13763,2015-09,Inner Sunset,House,$62.00,22630.0
13764,2015-09,Inner Sunset,Apartment,$140.00,51100.0
13765,2015-09,Inner Sunset,House,$395.00,144175.0
13766,2015-09,Inner Sunset,Apartment,$100.00,36500.0
13767,2015-09,Inner Sunset,Apartment,$277.00,101105.0
13768,2015-09,Inner Sunset,Apartment,$165.00,60225.0
13769,2015-09,Inner Sunset,Apartment,$400.00,146000.0
13770,2015-09,Inner Sunset,House,$175.00,63875.0
13771,2015-09,Treasure Island/YBI,House,$75.00,27375.0
13772,2015-09,Treasure Island/YBI,House,$69.00,25185.0
13773,2015-09,Treasure Island/YBI,Apartment,$101.00,36865.0
13774,2015-09,Treasure Island/YBI,Island,$104.00,37960.0
13775,2015-09,Treasure Island/YBI,Camper/RV,$275.00,100375.0
13776,2015-09,Treasure Island/YBI,House,$80.00,29200.0
13777,2015-09,Treasure Island/YBI,Apartment,$95.00,34675.0
13778,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13779,2015-09,Outer Richmond,House,$175.00,63875.0
13780,2015-09,Outer Richmond,House,$129.00,47085.0
13781,2015-09,Outer Richmond,Apartment,$189.00,68985.0
13782,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13783,2015-09,Outer Richmond,House,$125.00,45625.0
13784,2015-09,Outer Richmond,Apartment,$135.00,49275.0
13785,2015-09,Outer Richmond,Apartment,$108.00,39420.0
13786,2015-09,Outer Richmond,House,$80.00,29200.0
13787,2015-09,Outer Richmond,House,$300.00,109500.0
13788,2015-09,Outer Richmond,Apartment,$125.00,45625.0
13789,2015-09,Outer Richmond,Apartment,$100.00,36500.0
13790,2015-09,Outer Richmond,Apartment,$138.00,50370.0
13791,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13792,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13793,2015-09,Outer Richmond,Apartment,$60.00,21900.0
13794,2015-09,Outer Richmond,Apartment,$200.00,73000.0
13795,2015-09,Outer Richmond,House,$425.00,155125.0
13796,2015-09,Outer Richmond,House,$250.00,91250.0
13797,2015-09,Outer Richmond,Apartment,$180.00,65700.0
13798,2015-09,Outer Richmond,Apartment,$170.00,62050.0
13799,2015-09,Outer Richmond,House,$75.00,27375.0
13800,2015-09,Outer Richmond,Apartment,$195.00,71175.0
13801,2015-09,Outer Richmond,Apartment,$199.00,72635.0
13802,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13803,2015-09,Outer Richmond,Apartment,$148.00,54020.0
13804,2015-09,Outer Richmond,House,$259.00,94535.0
13805,2015-09,Outer Richmond,House,$80.00,29200.0
13806,2015-09,Outer Richmond,Apartment,$400.00,146000.0
13807,2015-09,Outer Richmond,Apartment,$190.00,69350.0
13808,2015-09,Outer Richmond,Apartment,$250.00,91250.0
13809,2015-09,Outer Richmond,Apartment,$118.00,43070.0
13810,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13811,2015-09,Outer Richmond,Apartment,$75.00,27375.0
13812,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13813,2015-09,Outer Richmond,House,$400.00,146000.0
13814,2015-09,Outer Richmond,Townhouse,$90.00,32850.0
13815,2015-09,Outer Richmond,Apartment,$149.00,54385.0
13816,2015-09,Outer Richmond,House,$199.00,72635.0
13817,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13818,2015-09,Outer Richmond,Apartment,$375.00,136875.0
13819,2015-09,Outer Richmond,Apartment,$210.00,76650.0
13820,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13821,2015-09,Outer Richmond,House,$115.00,41975.0
13822,2015-09,Outer Richmond,Apartment,$95.00,34675.0
13823,2015-09,Outer Richmond,Apartment,$60.00,21900.0
13824,2015-09,Outer Richmond,Apartment,$98.00,35770.0
13825,2015-09,Outer Richmond,Apartment,$140.00,51100.0
13826,2015-09,Outer Richmond,Apartment,$125.00,45625.0
13827,2015-09,Outer Richmond,House,$198.00,72270.0
13828,2015-09,Outer Richmond,House,$100.00,36500.0
13829,2015-09,Outer Richmond,House,$150.00,54750.0
13830,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13831,2015-09,Outer Richmond,House,$118.00,43070.0
13832,2015-09,Outer Richmond,Condominium,$138.00,50370.0
13833,2015-09,Outer Richmond,Apartment,$220.00,80300.0
13834,2015-09,Outer Richmond,Apartment,$170.00,62050.0
13835,2015-09,Outer Richmond,House,$100.00,36500.0
13836,2015-09,Outer Richmond,Apartment,$300.00,109500.0
13837,2015-09,Outer Richmond,House,$210.00,76650.0
13838,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13839,2015-09,Outer Richmond,House,$400.00,146000.0
13840,2015-09,Outer Richmond,Apartment,$163.00,59495.0
13841,2015-09,Outer Richmond,House,$135.00,49275.0
13842,2015-09,Outer Richmond,House,$80.00,29200.0
13843,2015-09,Outer Richmond,House,$999.00,364635.0
13844,2015-09,Outer Richmond,Apartment,$80.00,29200.0
13845,2015-09,Outer Richmond,House,$99.00,36135.0
13846,2015-09,Outer Richmond,Apartment,$140.00,51100.0
13847,2015-09,Outer Richmond,House,$250.00,91250.0
13848,2015-09,Outer Richmond,House,$200.00,73000.0
13849,2015-09,Outer Richmond,Apartment,$899.00,328135.0
13850,2015-09,Outer Richmond,Apartment,$275.00,100375.0
13851,2015-09,Outer Richmond,House,$160.00,58400.0
13852,2015-09,Outer Richmond,Apartment,$130.00,47450.0
13853,2015-09,Outer Richmond,Apartment,$120.00,43800.0
13854,2015-09,Outer Richmond,House,$98.00,35770.0
13855,2015-09,Outer Richmond,House,$225.00,82125.0
13856,2015-09,Outer Richmond,House,$350.00,127750.0
13857,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13858,2015-09,Outer Richmond,House,$99.00,36135.0
13859,2015-09,Outer Richmond,Apartment,$40.00,14600.0
13860,2015-09,Outer Richmond,Apartment,$130.00,47450.0
13861,2015-09,Outer Richmond,House,$199.00,72635.0
13862,2015-09,Outer Richmond,House,$135.00,49275.0
13863,2015-09,Outer Richmond,Apartment,$145.00,52925.0
13864,2015-09,Outer Richmond,Apartment,$199.00,72635.0
13865,2015-09,Outer Richmond,House,$300.00,109500.0
13866,2015-09,Outer Richmond,Apartment,$180.00,65700.0
13867,2015-09,Outer Richmond,Condominium,$300.00,109500.0
13868,2015-09,Outer Richmond,Apartment,$600.00,219000.0
13869,2015-09,Outer Richmond,House,$389.00,141985.0
13870,2015-09,Outer Richmond,Condominium,$170.00,62050.0
13871,2015-09,Outer Richmond,Apartment,$180.00,65700.0
13872,2015-09,Outer Richmond,Apartment,$450.00,164250.0
13873,2015-09,Outer Richmond,Apartment,$120.00,43800.0
13874,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13875,2015-09,Outer Richmond,House,$345.00,125925.0
13876,2015-09,Outer Richmond,Apartment,$110.00,40150.0
13877,2015-09,Outer Richmond,Apartment,$175.00,63875.0
13878,2015-09,Outer Richmond,Apartment,$175.00,63875.0
13879,2015-09,Outer Richmond,House,$399.00,145635.0
13880,2015-09,Outer Richmond,House,$325.00,118625.0
13881,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13882,2015-09,Outer Richmond,Apartment,$375.00,136875.0
13883,2015-09,Outer Richmond,Apartment,$125.00,45625.0
13884,2015-09,Outer Richmond,Apartment,$180.00,65700.0
13885,2015-09,Outer Richmond,Apartment,$170.00,62050.0
13886,2015-09,Outer Richmond,Condominium,$250.00,91250.0
13887,2015-09,Outer Richmond,Apartment,$200.00,73000.0
13888,2015-09,Outer Richmond,Apartment,$190.00,69350.0
13889,2015-09,Outer Richmond,Apartment,$101.00,36865.0
13890,2015-09,Outer Richmond,Apartment,$92.00,33580.0
13891,2015-09,Outer Richmond,Apartment,$60.00,21900.0
13892,2015-09,Outer Richmond,Apartment,$105.00,38325.0
13893,2015-09,Outer Richmond,Apartment,$178.00,64970.0
13894,2015-09,Outer Richmond,Apartment,$149.00,54385.0
13895,2015-09,Outer Richmond,Apartment,$85.00,31025.0
13896,2015-09,Outer Richmond,House,$200.00,73000.0
13897,2015-09,Outer Richmond,House,$169.00,61685.0
13898,2015-09,Outer Richmond,Apartment,$80.00,29200.0
13899,2015-09,Outer Richmond,House,$68.00,24820.0
13900,2015-09,Outer Richmond,Bed & Breakfast,$120.00,43800.0
13901,2015-09,Outer Richmond,House,$75.00,27375.0
13902,2015-09,Outer Richmond,House,$69.00,25185.0
13903,2015-09,Outer Richmond,Apartment,$150.00,54750.0
13904,2015-09,Outer Richmond,House,$79.00,28835.0
13905,2015-09,Outer Richmond,House,$100.00,36500.0
13906,2015-09,Outer Richmond,House,$135.00,49275.0
13907,2015-09,Outer Richmond,House,$91.00,33215.0
13908,2015-09,Outer Richmond,Apartment,$100.00,36500.0
13909,2015-09,Outer Richmond,Apartment,$60.00,21900.0
13910,2015-09,Outer Richmond,Apartment,$150.00,54750.0
